newsid,oid,newspaper,title,link,comment,likeit,content,date,category
0007241892,003,뉴시스,朴대통령 &quot;파독간호사 땀과 눈물이 경제발전의 초석&quot;,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=003&aid=0007241892,80,14,"【서울=뉴시스】김형섭 기자 = 박근혜 대통령은 21일 파독 간호사들에게 ""여러분이 흘렸던 땀과 눈물은 우리나라 경제 발전의 초석이 됐고 독일 국민들에게 큰 감동과 신뢰를 주면서 양국 관계 발전의 든든한 밑거름이 됐다""고 말했다. 박 대통령은 독일 현지시간으로 이날 오후 에센시 촐페어라인에서 열린 파독 간호사 50주년 기념식 행사에 보낸 영상메시지에서 ""재작년 독일을 방문해서 여러분을 뵈었을 때 고국을 사랑하는 뜨거운 애국심과 자부심을 갖고 살아가시는 모습에 큰 감동을 받았다""며 이같이 밝혔다. 박 대통령은 ""어려운 시기에 머나먼 이국땅에서 가족과 조국을 위해 헌신해 주신 여러분을 우리 국민들은 영원히 기억할 것""이라며 ""앞으로도 조국 대한민국을 변함없이 사랑해 주시고, 여러분이 대한민국에 더 큰 자부심을 가질 수 있도록 노력하겠다""고 덧붙였다. ephites@newsis.com★ 세상에 이런일이 -  애완동물 뺏길까봐…살인죄 무기수 자살 ★ 오늘의 핫 포토 -  가릴 곳만 절묘하게…아찔 드레스 ★ 뉴시스 뉴스, 이젠 네이버 뉴스 스탠드에서도 만나세요★ 손 안에서 보는 세상, 모바일 뉴시스<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2016-05-21,0
0002067011,421,뉴스1,"朴대통령 &quot;파독 간호사, 조국 헌신…영원히 기억할 것&quot;",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002067011,56,17,"박근혜 대통령. (청와대 제공) © News1 이광호 기자'파독 간호사 50주년 기념식' 영상 메시지(서울=뉴스1) 유기림 기자 = 박근혜 대통령은 21일 파독 간호사들에게 ""어려운 시기에 머나먼 이국땅에서 가족과 조국을 위해 헌신해 주신 여러분을 우리 국민들은 영원히 기억할 것""이라고 말했다.박 대통령은 이날(현지시간) 독일 에센시 촐페어라인(광산회관)에서 열린 '파독 간호사 50주년 기념식'에 영상 메시지를 보내 ""재작년 독일을 방문해서 여러분을 뵈었을 때 고국을 사랑하는 뜨거운 애국심과 자부심을 갖고 살아가시는 모습에 큰 감동을 받았다""며 이렇게 밝혔다.박 대통령은 ""올해는 여러분이 독일에 가신 지 꼭 반세기가 되는 해""라며 ""여러분이 흘렸던 땀과 눈물은 우리나라 경제 발전의 초석이 됐고, 독일 국민들에게 큰 감동과 신뢰를 주면서 양국 관계 발전의 든든한 밑거름이 됐다""고 언급했다.이어 ""앞으로도 조국 대한민국을 변함없이 사랑해 주시고, 여러분이 대한민국에 더 큰 자부심을 가질 수 있도록 노력하겠다""라고 덧붙였다.girin@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-05-21,0
0008418187,001,연합뉴스,"朴대통령 &quot;파독 간호사 땀과 눈물, 경제발전의 초석&quot;",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008418187,13,6,"    (서울=연합뉴스) 강병철 기자 = 박근혜 대통령은 21일 우리나라 간호사가 독일에 파견된 지 50주년을 맞은 것과 관련, ""여러분이 흘렸던 땀과 눈물은 우리나라 경제발전의 초석이 되었고 독일 국민에게 큰 감동과 신뢰를 주면서 양국관계 발전의 든든한 밑거름이 됐다""고 밝혔다.    박 대통령은 이날 오후(현지시간) 독일 에센시 광산회관에서 열린 '파독 간호사 50주년 기념식'에 영상메시지를 보내 ""재작년 독일을 방문해서 여러분을 뵈었을 때 고국을 사랑하는 뜨거운 애국심과 자부심을 갖고 살아가시는 모습에 큰 감동을 받았다""면서 이같이 말했다.    박 대통령은 ""어려운 시기에 머나먼 이국땅에서 가족과 조국을 위해 헌신해 주신 여러분을 우리 국민은 영원히 기억할 것""이라면서 ""앞으로도 조국 대한민국을 변함없이 사랑해 주시고 여러분이 대한민국에 더 큰 자부심을 가질 수 있도록 노력하겠다""고 강조했다.    soleco@yna.co.kr▶ [핫클릭] 구혜선·안재현 결혼…예식 대신 어린이 병동에 기부▶ [핫클릭] '반세기차 극복' 중국 47세男·93세女 로맨스▶ [통통영상] 폭력 근절을 위한 '베개 싸움 행사'<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-21,0
0002832272,079,노컷뉴스,"北, 당 대회 이후 드려난 북한 권력 서열은?",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002832272,12,1,"""최룡해 서열 2위 부상, 리수용 새로운 실세 등극""[CBS노컷뉴스 안윤석 대기자]북한 당 대회 주석단 모습(사진=노동신문)북한이 노동당 제7차 대회 이후 처음 발표한 강석주 전 당비서 국가장의위원회 명단에서 최룡해 정치국 상무위원이 서열 2위를 차지하고, 리수용 정치국 위원이 당 실세로 급부상 한 것으로 나타났다.북한이 21일 강석주 전 당 비서의 장의위원회 위원 53명의 명단을 발표해 제7차 당 대회 이후 새로운 북한 파워 엘리트들의 서열이 드려났다. 장례위원 명단에는 김정은 당 위원장과 아프리카를 방문 중인 김영남 최고인민회의 상임위원장은 빠졌다.다음 장례위원의 서열과 직책이다. 1)국가장의위원회 위원장 최룡해(정치국 상무위원) 2)황병서(군 총정치국장, 정치국 상무위원), 3)박봉주(내각총리,정치국 상무위원) 4)김기남(당 비서, 정치국 위원) 5)최태복(당 비서, 정치국 위원) 6)리수용(정치국 위원) 7)김평해(당비서, 정치국 위원) 8)오수용(당 비서, 정치국 위원) 9)곽범기(당 비서, 정치국 위원 )10)김영철(당 비서, 정치국 위원) 11)리만건(정치국 위원) 12)양형섭(최고인민회의 상임위 부위원장, 정치국 위원) 13)로두철(내각부총리, 정치국위원 )14)리명수(총참모장, 정치국위원) 15)박영식(인민무력부장, 정치국 위원) 16)김원홍(국가안전보위부장, 정치국 위원) 17)최부일(인민보안부장, 정치국 위원) 18)김수길(평양시 당위원장)19)김능오(평북 당위원장 )20)박태성(평남 당위원장) 21)리용호(외무상) 22)임철웅(내각 부총리) 23)조연준(조직지도부 제1부부장) 24)리병철(당 제1부부장, 정치국 후보위원) 25)노광철(제1부총한모장) 26)리영길(정치국 후보위원) 27)리용무(국방위 부위원장) 28)오극렬(국방위 부위원장) 29)김덕훈(내각 부총리) 30)김용진(내각부총리) 31)리무영(내각부총리) 32)김영대(사민당 위원장) 33)류미영(청우당 위원장) 34)리일환(당 부장) 35)안정수(당 부장) 36)리철만(내각 부총리, 당 부장) 37)최상건(당 부장) 38)리영래(당 부장) 39)김정임(당 부장) 40)김중협(당 역사연구소장, 당 부장) 41)김만성(당 부장) 42)김용수(당 부장)  43)홍인범(당 검열위원장) 44)김경옥(조직지도부 제1부장), 45)리재일(당 부부장) 46)최휘(선동선전부 제1부부장) 47)김성남(당 국제담당 부장) 48)전일춘(39호 실장) 49)정명학(당 제1부부장) 50)김히택((당 제1부부장) 51)김계관(외무성 제1부상) 52)리룡남(대외경제상)  53)김정숙(당 중앙위원)으로 구성됐다.강석주 전 노동당 국제담당 비서의 국가장의위원회 위원 53명과 지난해 12월 김양건 노동당 비서의 국가장의위원 70명을 비교 분석한 결과 먼저 당 서열 6위였던 최룡해 당 비서는 정치국 상무위원으로 재진입하면서 서열 2위로 뛰어 올랐다.강석주 당 비서를 대신한 리수용 외무상도 정치국 위원과 당 중앙위 부위원장으로 직위가 상승하면서 기존의 당 비서들을 제끼고 서열이 6위로 급부상해 새로운 실세가 됐다.특히 리용호 외무상(서열 21위)과 김성남 당 국제부 부장, 김계관 외무성 제1부상(서열 51위)로 등극해 새로운 북한 외교라인이 형성됐다.김정은 위원장의 현지지도에 자주 동행한 김평해 당비서도 지난해 12월 서열 17위에서 7위로 올랐고  김영철 통일전선부장은 당 비서와 정치국위원으로 직위가 상승해 서열이 52위에서 10위로 껑충 뛰어올랐다.핵과 미사일 개발에 책임을 지고 있는 리만건 군수공업부장이 정치국 위원과 당 중앙위 부위원장으로 선출되면서 서열 156위에서 29위로 급상승했고 리병철 군수공업부 부부장도 정치국 후보위원으로 올라가면서 서열이 38위에서 24위롤 상승했다.한때 '처형설'이 나돌았던 리영길 전 인민군 총참모장은 정치국 후보위원이 되면서 서열 26위를 마크했다.그러나 지난해 12월 서열 8위였던 박영식 인민무력부장은 이번에는 15위로 낮아졌고 서열 9위였던 총참모장직은 14위로 밀려나 는 등 상당수의 군부 엘리트들이 이번 명단에서 제외돼 군부의 영향력이 낮아진 것으로 평가되고있다.북한 김정은 위원장 금고지기인 전일출 39호 실장도 40위에서 48위로 다소 밀려났다.이밖에도 지난해 12월에 명단에서 빠진 리재일 당부부장이 다시 서열 45위로 나타났고 서열 18위인 김수길(평양시 당위원장) 19위 김능오(평북 당위원장 )20위 박태성(평남 당위원장)을 제외한 도 당 위원장들은 지난해와는 달리 이번에는 명단에 포함되지 않았다.   ysan@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 ",2016-05-21,0
0003056912,022,세계일보,개정 국회법 공방 가열…與 &quot;재논의&quot; 野 &quot;정국마비&quot;,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0003056912,27,8,"더불어민주당과 국민의당은 21일 국회 상임위 차원의 청문회 활성화를 골자로 한 개정 국회법 논란과 관련해 박근혜 대통령이 거부권을 행사해선 안된다고 주장했다.더민주 기동민 원내대변인은 20일 구두논평에서 “청와대가 4·13 총선 민심을 거스르면서까지 거부권을 행사하지 않을 것이라고 믿는다”고 말했다. 그는 “청와대가 국회법을 개정했으면 좋겠다고 의견을 낸 것이지 거부권을 행사하겠다고 의견을 낸 것은 아니지 않느냐”며 우회적으로 거부권 검토 중단을 거듭 압박하기도 했다. 그는 지난 13일 박 대통령과 여야 원내지도부의 청와대 회동을 언급하면서 “당시 야당이 강조했던 게 의회의 자율성”이라며 “정부여당이 국민 대표기관인 의회와 소통하고 협치해야 신뢰기반도 확보된다며 결국 대통령이 인식을 바꿔야 한다는 게 요지였다”고 지적했다.국민의당 이용호 원내대변인도 구두논평에서 “집권여당 내부의 주도권 다툼으로 국민이 나라의 앞날을 걱정하는 상황에서 또다시 대통령이 거부권을 행사하면 20대 개원 국회부터 정국이 마비될 가능성이 크다”고 우려했다. 이 원내대변인은 “여대(與大) 상태에서 국회법이 통과된 만큼 일단 시행하고, 시행하면서 문제가 발생하면 개선하면 될 것”이라고 말했다. 그는 청와대가 개정 국회법이 시행될 경우 행정부 마비 사태가 우려된다고 지적한 데 대해 “정부가 사회적 문제에 대해 기민하게 대응하면 청문회가 남용될 리 없다”고 강조했다.새누리당은 개정 국회법이 여야간 충분한 협의 없이 처리됐다며 20대 국회에서 다시 논의해야 한다고 주장하고 있다. 김명연 원내대변인은 이날 구두논평에서 “일하는 국회를 만들겠다는 기본 취지에는 공감하지만, 상임위 청문회 개최를 남발하거나 다른 정치적 의도를 깔고 있을 때의 부작용을 고려해야 한다”고 밝혔다. 특히 “그간 인사청문회의 폐단을 지켜보지 않았느냐”며 “청문회를 정쟁의 수단으로 삼다 보면 20대 국회에서도 상임위뿐만 아니라 본회의 파행이 반복될 수 있다”고 강조했다.홍주형 기자 jhh@segye.com[심층]""헬조선 못 살겠다""… 고국 등지는 청년들[핫]120번 출산… 인간의 욕심이 만든 '강아지 공장'ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보",2016-05-21,0
0003683227,008,머니투데이,"北, 이번엔 군사회담 '실무접촉' 제안…국면 전환 노리나(상보)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=008&aid=0003683227,20,3,"[머니투데이 박소연  기자] [[the300]남측 수차례 거부의사 불구…北 ""5월 말 또는 6월 초 실무접촉 갖자"" 통지문 발송]북한 김정은 국방위원회 제1위원장.(노동신문) /사진=뉴스1북한 국방위원회 인민무력부가 21일 남북 군사당국 회담 개최를 위한 실무접촉을 5월 말 또는 6월 초에 갖자고 제의했지만 국방부는 비핵화를 거부하며 대화를 제의하는 것은 진정성이 없는 제안이라고 일축했다.북한이 최근 7차 당대회에서 군사회담을 언급한 데 대해 우리 정부는 '대남 제의가 아닌 입장 표명에 불과하다'라고 밝혔었다. 이후에도 우리 정부가 '비핵화 우선'을 내세우며 수차례 군사회담 거부 의사를 밝혔음에도 북한이 구체적 제안을 지속함에 따라 남북 간 긴장국면에 변화가 생길지 주목된다.북한 관영 조선중앙통신은 이날 국방위원회 인민무력부가 ""조선반도에서의 군사적 긴장을 완화하고 쌍방 사이의 군사적 신뢰 분위기를 마련하기 위해 북남 군사당국 회담 개최를 위한 실무접촉을 5월 말 또는 6월 초에 편리한 날짜와 장소에 가지자""는 내용의 통지문을 남측 군 당국에 보냈다고 보도했다.통신은 ""역사적인 조선노동당 제7차 대회에서 조선반도에서의 군사적 긴장을 완화하고 평화를 보장하기 위한 최대최상의 현실적 방책으로 제안된 북남 군사당국 회담은 그 절박성과 정당성, 현실성으로 하여 지금 북과 남, 해외의 온 겨레는 물론 평화를 사랑하는 세계 인민들의 한결같은 지지와 찬동을 불러일으키고 있다""고 밝혔다.이어 ""군사분계선과 서해열점 지역에서부터 군사적 긴장과 충돌 위험을 막기 위한 실질적인 조치를 비롯해 제기되는 모든 문제를 대화와 협상의 방법으로 해결해 나가야 한다는 조선노동당의 숭고한 의도를 높이 받들어 내외의 온갖 분열주의자들의 도전을 과감히 짓부시고 조선반도에 공고한 평화와 안전을 마련하려는 우리 군대의 의지와 결심은 추호도 드팀없다""고 역설했다.통신은 ""오늘 조선반도에서의 군사적긴장을 완화하고 제2의 6.25 발발을 사전에 막는것은 민족의 생사 존망과 직결된 초미의 문제""라고 언급했다.그러면서  ""우리는 북남 군 당국이 마주앉아 발생할 수 있는 군사적 충돌과 관련한 현안 문제들을 허심탄회하게 논의하고 군사적 신뢰 보장을 위한 실질적인 조치들을 취하는 데 절실한 제도적, 법률적 대책들을 합의하고 이행할 필요가 있다고 간주한다""고 밝혔다.통신은 ""북과 남, 해외의 온 겨레는 남조선 당국이 진실로 조선반도의 평화와 민족의 안전을 바라고 있는가를 엄격히 지켜볼것""이라고 강조했다.북한은 앞서 지난 9일 폐막한 7차 당대회 결정서에서 ""북남 군사당국 사이의 대화와 협상이 필요하다고 인정한다""며 군사회담을 언급했다. 통일부는 이에 ""이것은 대남 제의가 아니고 북한의 현재 상황과 인식, 그 입장을 이야기한 것에 불과하다. 진정성 없는 선전공세""라고 일축했다.이후 북한은 지난 20일에도 국방위 공개서한을 통해 ""북남 군사당국 회담 제안은 나라의 평화와 민족의 안전을 위한 최상최대의 현실적 방책""이라며 우리 정부의 응답을 촉구했다.그러나 국방부는 같은 날 '북 국방위 공개서한 관련 국방부 입장'을 내고 ""북한이 '핵보유국'을 자처하고 비핵화를 거부한 상태에서 남북 군사회담을 제의하는 행태는 진정성 있는 행동으로 볼 수 없다""고 일축한 바 있다.[이코노미스트들의 깊이있는 투자정보 'TOM칼럼'][부자들에게 배우는 성공 노하우 '줄리아 투자노트'  ][내 삶을 바꾸는 정치뉴스 'the 300'][오늘 나의 운세는? '머니투데이운세' ][아찔한 girl~ 레이싱모델 핫포토 ]박소연  기자 soyunp@mt.co.kr<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>",2016-05-21,0
0003056911,022,세계일보,[박수찬의 軍] 북한의 잇따른 '대화공세' 배경은…&quot;고립돌파·대남압박&quot;,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=022&aid=0003056911,32,9,"지난해 8월22일 오후 판문점 평화의 집에서 열린 남북 고위급 접촉에 앞서 김관진 청와대 국가안보실장(앞줄 오른쪽)과 황병서 조선인민군 총정치국장이 악수하고 있다. 통일부 제공북한이 국방위원회 공개서한과 김기남 노동당 중앙위원회 부위원장 담화, 인민무력부의 군사회담 제안 통지문 등을 잇따라 발표하면서 정부에 대화 개최를 촉구하고 있다.특히 김정은 노동당 위원장이 이달 초 제7차 당 대회 중앙위원회 사업 총화 보고에서 남북 군사회담의 필요성을 언급하면서 군사회담에 대한 북한의 압박이 강화되고 있다. 올해 초 북한의 4차 핵실험과 장거리 미사일 발사, 핵 관련 핵심기술 개발 현황 공개 등을 자신들이 ‘동방의 핵대국’임을 과시한 직후 열린 노동당 제7차 대회에서 구성된 새 지도부는 적극적인 대남 평화공세를 통해 한반도 정세의 주도권을 잡으려 할 것으로 보인다.북한 노동당 창건 70주년 기념 열병식에 참가한 KN-14 대륙간탄도미사일. 노동신문◆ “군사회담 열자” 계속되는 북한의 대화공세북한 인민무력부는 21일 우리 군 당국에 이달 말에서 다음 달 초 군사당국회담 개최를 위한 실무접촉을 실시하자는 통지문을 발송했다고 평양방송 등 북한 관영언론들이 이날 보도했다.인민무력부는 통지문에서 “조선반도에서의 군사적 긴장을 완화하고 쌍방 사이의 군사적 신뢰분위기를 마련하기 위하여 북남 군사당국회담 개최를 위한 실무접촉을 5월 말 또는 6월 초에 편리한 날짜와 장소에서 가지자는 것을 제의한다""고 밝혔다.국방부도 “이날 오후 서해 군 통신선을 통해 북한이 통지문을 보내왔다”고 확인했다. 서해 군 통신선은 서해지구 남북관리구역에서 운영됐으나 북한이 지난 2월 우리 정부의 개성공단 가동 중단 조치에 반발해 폐쇄했다. 하지만 물리적으로는 차단되지 않아 언제든 가동이 가능한 것으로 전해졌다.인민무력부 통지문은 전날 북한 국방위원회가 김정은 노동당 위원장의 남북군사회담 개최 제안에 대해 지체 없이 화답하라고 우리 정부에 촉구한 지 하루 만에 나왔다.북한 노동당 핵심 인물들도 '대화 공세‘에 가세하고 있다. 김기남 당 중앙위원회 부위원장은 21일 “남조선 당국은 정치군사적 도발과 전쟁연습을 비롯하여 우리를 자극하는 반공화국 적대행위를 전면 중지하여야 하며 진실로 북남 관계를 개선하려는 의사가 있다면 더이상 불순한 목적을 추구하지 말고 진지하고 성실한 태도로 대화와 협상의 마당에 나와야 한다”고 말했다.국방부는 남북 군사회담에 대해 부정적인 입장이다. 국방부는 “북한은 남북 군사회담 제의에 앞서 비핵화를 위한 실질적인 변화를 행동으로 보이는 것이 우선”이라며 “정부는 북한과의 대화에서 비핵화 조치가 최우선되어야 한다는 입장을 견지하고 있다”고 밝힌바 있다.무수단 중거리 탄도미사일. 자료사진◆ 北 ‘화전양면?징검다리’식 대화 성사 미지수북한의 대화 공세는 김정은 노동당 위원장의 ‘치적쌓기’인 핵과 미사일 발사가 어느 정도 마무리된 시점에서 이루어져 주목된다.36년만의 당 대회를 개최한 김 위원장 입장에서는 당 대회에서 내세울 수 있는 업적이 필요했다. 1990년대 ‘고난의 행군’으로 사회주의 경제체제가 붕괴돼 경제적 성과를 내세우기 어려웠고, 주체사상은 선대의 업적으로 기록된 만큼 남은 것은 김정일 국방위원장으로부터 물려받은 핵과 미사일뿐이었다.김 위원장은 이를 활용해 4차 핵실험과 장거리 미사일 발사 등으로 당 대회에 필요한 치적을 쌓았지만, 북한이 치른 대가는 컸다. ‘사상 최강의 대북제재’가 가동되면서 미국과 유럽연합(EU)은 물론 중국, 러시아 등 우방국들까지 제재에 동참해 경제적, 외교적 고립이 가속화되고 있다. 이러한 상황에서 북한이 돌파구를 마련하기 위해서는 미국과 한국을 대화의 장으로 끌어내야 한다. 북한은 이를 염두에 두고 당 대회를 앞둔 지난달 사거리 3000~4000㎞의 중거리 탄도미사일(IRBM) ‘무수단’을 세 차례 발사했으나 모두 실패했다. 무수단의 1단 추진 엔진은 미 본토 공격이 가능한 KN-08(사거리 8000~1만㎞) 1단 추진체와 동일해 무수단 발사가 성공하면 KN-08도 실질적인 대미 위협수단이 된다.북한 노동신문이 보도한 김정은 북한 국방위원회 제1위원장의 ‘탄도로켓 전투부(미사일 탄두 부분) 첨두의 대기권 재돌입 환경 모의시험’ 현지지도 모습. 자료사진그러나 무수단 발사가 실패한 직후 북한은 미국보다 한국에 초점을 둔 대화 공세를 시작했다. 한반도 긴장 완화를 명분으로 군사회담을 제의해 남북 대화를 재개하고, 이를 미국과의 협상 기반으로 삼겠다는 의도다. 오바마 행정부의 임기가 얼마 남지 않아 대화가 어렵다는 판단 하에 남북 대화에 집중해 성과를 얻고, 이를 기반으로 차기 미 행정부와 협상을 시도할 가능성이 제기된다. 휴전선 일대에서의 대북 심리전 방송과 전단 살포 저지 역시 주요 현안이다.하지만 남북 군사회담이 개최될 지 여부는 미지수다. 개최된다 해도 실질적인 결과가 나올 가능성은 더 낮다.우리 정부는 남북 대화의 전제조건으로 북한의 비핵화를 요구하고 있다. 북한 입장에서 비핵화는 절대 받아들일 수 없는 조건이다. 따라서 북한이 5차 핵실험 등 추가 도발을 통해 우리 정부를 대화의 장으로 나오도록 압박할 가능성도 있다.반면 다음달 15일 6·15선언 16주년 기념행사와 8월 한미연합군사훈련 ‘을지프리덤가디언’(UFG) 등 남북 관계에 영향을 미치는 주요 행사가 예정되어 있는 점을 감안해 북한의 제의를 무조건 거부하기보다는 그 의도를 면밀히 분석해 다양한 방식의 대화를 모색할 필요가 있다는 지적도 나온다. 북한이 지난 2월 개성공단 가동 중단에 반발해 스스로 폐쇄했던 서해 군 통신선을 통해 통지문을 보낸 것은 남북 대화 재개를 위한 ‘시그널’을 보낸 것이라는 분석도 있다. 미국이 ‘북한 핵동결’을 조건으로 북-미 대화에 나설 경우 우리 정부의 외교적 입지가 약화되는 만큼 이에 대한 대비가 필요하다는 주장도 제기돼 북한의 대화 공세가 지속될 경우 우리 정부의 대응이 주목된다.박수찬 기자 psc@segye.com[심층]""헬조선 못 살겠다""… 고국 등지는 청년들[핫]120번 출산… 인간의 욕심이 만든 '강아지 공장'ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보",2016-05-21,0
0010319722,056,KBS 뉴스,"국방부 ""남북 군사회담, 북 비핵화 조치 최우선돼야""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010319722,5,2,"북한이 21일(오늘) 오후 '이달 말에서 다음달 초 사이 남북 군사당국회담 개최를 위한 실무접촉을 하자'며 인민무력부 명의의 대남 통지문을 보내온 데 대해, 국방부는 ""북한의 비핵화 조치가 최우선돼야 한다""며 거부 입장을 밝혔다. 국방부는 ""어제 북한의 '국방위 공개서한'에 대해 밝힌 바와 같이 '북한과의 대화는 북한의 비핵화 조치가 최우선되어야 한다'는 입장에 변함이 없다""고 강조했다. 앞서 국방부는 어제(20일) 북한 국방위원회가 남북군사회담 개최를 우리 정부에 촉구하자, ""제7차 당 대회 시 주장을 반복한 선전 공세에 불과하다""고 일축했다. 국방부는 특히 ""북한이 핵보유국을 자처하고 비핵화를 거부한 상태에서 남북군사회담을 제의하는 행태는 진정성 있는 행동으로 볼 수 없다""고 지적했다. 한편, 오늘 북한은 서해 군 통신선을 통해 대남 통지문을 보냈다. 서해 군 통신선은 서해지구 남북관리구역에서 운용돼온 것으로, 북한이 지난 2월 우리 정부의 개성공단 가동 중단 조치에 반발해 일방적으로 폐쇄했다. 그러나 이는 북한이 서해 군 통신선을 통해 남측과 소통하지 않겠다는 일방적인 선언으로, 군 통신선은 물리적으로 차단되지는 않은 채 그대로 남아 있었다.김희용기자 (emaninny@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-21,0
0010319723,056,KBS 뉴스,"국방부 ""北 인민무력부 통지문, 서해 군 통신선으로 접수""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010319723,5,2,"국방부는 21일(오늘) 북한 인민무력부가 '5월 말에서 6월 초 사이 남북 군사당국회담 개최를 위한 실무접촉을 하자'며 우리 측에 보낸 통지문을 서해 군 통신선으로 받았다고 밝혔다. 국방부 관계자는 ""북한 인민무력부의 통지문이 오늘 서해 군 통신선을 통해 우리 측에 도착한 것으로 안다""고 말했다. 서해 군 통신선은 서해지구 남북관리구역에서 운용돼온 것으로, 북한이 지난 2월 우리 정부의 개성공단 가동 중단 조치에 반발해 일방적으로 폐쇄했다. 그러나 이는 북한이 서해 군 통신선을 통해 남측과 소통하지 않겠다는 일방적인 선언으로, 군 통신선은 물리적으로 차단되지는 않은 채 그대로 남아 있었다. 국방부는 인민무력부의 통지문에 대한 입장을 곧 밝힐 것으로 알려졌다. 앞서 국방부는 지난 20일(어제) 북한 국방위원회의 남북 군사회담 촉구에 대해 북한의 비핵화 조치가 선행돼야 한다며 거부 입장을 밝힌 바 있다.김희용기자 (emaninny@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-21,0
0002066984,421,뉴스1,"北, 군사회담 실무접촉 제의…국방부 &quot;비핵화가 최우선&quot; 일축(종합)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002066984,3,2,"[자료] 국방부 전경, 국방부 깃발 © News1 양동욱 기자北 인민부력부, 서해 통신선으로 ""5월말~6월초 실무접촉 제의""국방부, 北 제의 일축…""진정성 없다""(서울=뉴스1) 박상휘 기자 = 북한 국방위원회 인민무력부가 21일 남북 군사회담 개최를 위한 실무접촉을 5월말 또는 6월초에 갖자고 제의했지만 우리 국방부는 진정성 없는 제안이라며 일축했다. 북한 조선중앙통신은 이날 국방위원회 인민부력부가 ""북남군사당국회담개최를 위한 실무접촉을 5월말 또는 6월초에 편리한 날짜와 장소에서 가지자는 것을 제의한다""고 남측 군 당국에 통지문을 보냈다고 보도했다. 인민무력부는 ""조선 반도에서의 군사적 긴장을 완화하고 제2의 6·25 발발을 사전에 막는 것은 민족의 생사존망과 직결된 초미의 문제""라고 지적했다. 그러면서 ""우리는 북남 군당국이 마주앉아 발생할 수 있는 군사적 충돌과 관련한 현안 문제들을 허심탄회하게 논의하고 군사적 신뢰보장을 위한 실질적인 조치들을 취하는데 절실한 제도적, 법률적 대책들을 합의하고 이행할 필요가 있다""고 강조했다. 인민무력부는 이어 ""북과 남, 해외의 온 겨레는 남조선 당국이 진실로 조선반도의 평화와 민족의 안전을 바라고 있는가를 엄격히 지켜볼 것""이라고 덧붙였다.이와 관련해 우리 국방부는 이날 입장 자료를 통해 ""(북한이) 이날 오후 '서해지구 군 통신선'을 이용해 인민무력부 명의의 대남통지문을 우리 국방부 앞으로 보내 왔다""고 밝혔다.그러나 국방부는 북한의 잇따른 제의에 대해 거부 입장을 견지했다. 국방부는 ""북한과의 대화는 북한의 비핵화 조치가 최우선돼야 한다""며 인민무력부의 제의를 일축했다. 국방부 관계자는 ""북한이 비핵화를 거부하고 있는 상황에서 대화를 제의한 것은 진정성 있는 제의라고 볼 수 없다""고 지적했다. 앞서 국방부는 전날 북한 국방위의 공개 서한에 대해서도 부정적인 입장을 밝혔었다. 북한 국방위는 공개 서한에서 ""남조선 당국은 군사적 신뢰를 보장하기 위한 출로를 함께 열어나가자는 우리의 제안에 지체 없이 화답해 나와야 할 것""이라고 주장했으나 우리 국방부는 ""국방위원회가 공개서한을 통해 언급한 내용은 제7차 당대회시 주장을 반복한 선전공세에 불과하다""고 반박했다. 우리 군과 전문가들은 북한의 거듭된 대화 제의를 국제사회의 대북제재를 흔들고 남남갈등을 노린 평화공세로 보고 고 있다. sanghwi@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-05-21,0
