newsid,oid,newspaper,title,link,comment,likeit,content,date,category
0008384707,001,연합뉴스,"北, 당대회 장면 이틀째 녹화방송…김정은 육성 포함안돼(종합)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008384707,18,1,"北 조선중앙TV, 당대회 이틀째 녹화방송 방영    (서울=연합뉴스) 북한 조선중앙TV가 7일 평양 4·25문화회관에서 진행된 노동당 제7차 대회 이틀째 날 행사를 녹화 방송하기 시작했다. 중앙TV는 이날 오후 10시35분께(평양시간 오후 10시5분께)부터 김정은 국방위원회 제1위원장이 당 중앙위원회 사업 총화(분석) 보고하고 당원들이 환호하는 장면을 내보냈다. 2016.5.8 [조선중앙TV]    << 국내에서만 사용가능. 재배포 금지. For Use Only in the Republic of Korea. No Redistribution >>photo@yna.co.kr28분 분량 편집 방송…사업 결산 구체적 내용도 소개 안해 김기남·박봉주·리명수·조연준 등 토론서 '충성맹세'    (서울=연합뉴스) 임은진 기자 = 북한 조선중앙TV는 7일 평양 4·25문화회관에서 진행된 노동당 제7차 대회 이틀째 행사를 녹화 방송했다. 北 조선중앙TV, 당대회 이틀째 녹화방송 방영    (서울=연합뉴스) 북한 조선중앙TV가 7일 평양 4·25문화회관에서 진행된 노동당 제7차 대회 이틀째 날 행사를 녹화 방송하기 시작했다. 중앙TV는 이날 오후 10시35분께(평양시간 오후 10시5분께)부터 김정은 국방위원회 제1위원장이 당 중앙위원회 사업 총화(분석) 보고하고 당원들이 환호하는 장면을 내보냈다. 사진은 당대회 주석단의 모습. 2016.5.8 [조선중앙TV]    << 국내에서만 사용가능. 재배포 금지. For Use Only in the Republic of Korea. No Redistribution >>photo@yna.co.kr    중앙TV는 이날 오후 10시35분께(평양시간 오후 10시5분께)부터 김정은 국방위원회 제1위원장이 당 중앙위원회 사업 총화(분석) 보고하고 김기남 당 비서 등이 토론하는 모습 등을 요약해 28분간 내보냈다.     그러나 중앙TV는 당대회 개회사를 하는 김 제1위원장의 육성을 내보낸 전날과 달리 육성을 내보내지 않고 아나운서가 내용을 전달하는 형식으로 보도했다. 김 제1위원장의 구체적인 보고 내용도 보도하지 않았다.    김 제1위원장은 ""조선노동당은 인민의 모든 승리의 조직자이며 조선 혁명의 참모부""라며 ""총결 기간 혁명 앞에 가로놓인 준엄한 난국을 주동적으로 타개하고 주체혁명위업 수행에서 이룩한 승리와 성과들은 군대와 인민의 영웅적 투쟁에 의해 마련된 고귀한 전취물""이라고 말했다고 중앙TV는 전했다.    김 제1위원장은 이어 ""조선노동당을 위대한 수령의 당으로 강화 발전시켜 나가는 것은 우리 당 건설의 총적과업""이라며 ""김정일 동지를 영원한 수령으로 모시고 우리 당을 영원한 김일성·김정일 동지의 당, 백전백승의 불패의 당으로 강화 발전시키라""고 주문했다.北 조선중앙TV, 당대회 이틀째 녹화방송 방영    (서울=연합뉴스) 북한 조선중앙TV가 7일 평양 4·25문화회관에서 진행된 노동당 제7차 대회 이틀째 날 행사를 녹화 방송하기 시작했다. 중앙TV는 이날 오후 10시35분께(평양시간 오후 10시5분께)부터 김정은 국방위원회 제1위원장이 당 중앙위원회 사업 총화(분석) 보고하고 당원들이 환호하는 장면을 내보냈다. 2016.5.8 [조선중앙TV]    << 국내에서만 사용가능. 재배포 금지. For Use Only in the Republic of Korea. No Redistribution >>photo@yna.co.kr    김 제1위원장의 사업 총화 보고 끝난 뒤 그가 제시한 과업을 관철하기 위한 토론이 이어졌다.     김기남 당 비서, 박봉주 내각 총리, 리명수 총참모장, 조연준 당 제1부부장, 장철 국가과학원장, 김재룡 자강도 당 위원회 책임비서 등 토론자들은 김 제1위원장이 제시한 과업에 전적으로 찬양하며 '충성맹세'를 했다.    engine@yna.co.kr▶ [핫클릭] 토막살인범 얼굴·실명 공개에 ""잘했다""vs""성급했다""▶ [핫클릭] 4번째 지카 감염자는 여성…발생국 다녀온 임신부 등 '주의'▶ [현장영상] 북한 당대회서 '양복입은' 김정은…이례적 차림<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-07,0
0002041215,421,뉴스1,"김정은 &quot;난국 타개한 승리, 軍·인민 의한 고귀한 전취물&quot;…사업총화 보고(3보)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002041215,0,0,"김정은 북한 노동당 제1비서. (자료사진) © News1조선중앙TV, 김정은 총화보고 녹화방송(서울=뉴스1) 권혜정 기자 = 김정은 북한 노동당 제1비서가 7차 당대회 당 중앙위원회 사업총과 보고를 통해 ""준엄한 난국을 타개하고 이룩한 빛나는 승리는 군대와 인민에 의한 고귀한 전취물""이라고 말했다. 7일 조선중앙TV가 이날 밤 10시35분(우리시간) 내보낸 녹화방송에 따르면, 김 제1비서는 사업총화를 통해 ""노동당은 우리 인민이 모든 승리의 조직자이며 조선 혁명의 참모부""라며 ""총결기간 혁명 앞에 가로 놓인 준엄한 난국을 타개하고 주체혁명에서 이룩한 빛나는 승리는 우리 군대와 인민에 의한 고귀한 전취물""이라고 밝혔다. 이어 ""노동당을 위대한 수령의 당으로 강화·발전시켜 나가는 것은 우리 당 건설의 총적 과업""이라면서 ""위대한 김정일 동지를 당의 영원한 수령으로 높이 모시고 우리 당을 영원한 당, 김일성-김정일의 당, 백전백승의 불패의 당으로 강화시켜라""라고 밝혔다. 방송은 당 대회 첫날에도 밤 10시30분(평양시간 밤 10시) 당 대회 개막식 장면을 녹화중계한 바 있다.jung9079@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-05-07,0
0002041205,421,뉴스1,"北조선중앙TV, 7차 당대회 김정은 총화보고 녹화중계 시작(2보)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002041205,7,2,"김정은 노동당 제1비서 (노동신문)© News1(서울=뉴스1) 배상은 기자 = 북한 노동당 제7차 당대회가 이틀째 평양에서 진행 중인 7일 관영 조선중앙TV가 이날 밤 10시30분께 김정은 노동당 제1비서의 총화보고를 녹화중계로 방송했다. 조선중앙TV는 당 대회가 개막한 전날에도 밤 10시30분(평양시간 밤 10시)께 정규 방송 도중 당 대회 개막식 장면을 내보내기 시작했다. 김 제1비서는 전날 개회사에서 1980년 6차 당대회 이후 36년 동안을 ""더없는 준엄한 투쟁의 시기였으며 위대한 전변이 이룩된 영광스러운 승리의 연대였다""고 평가하면서 ""우리당과 인민이 사회주의 건설에서 이룩한 자랑찬 성과는 일심단결의 정치사상강국, 불패의 군사강국을 일떠세운 것""이라고 말했다.baebae@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-05-07,0
0008384662,001,연합뉴스,"北 조선중앙TV, 당대회 김정은 총화보고 녹화방송 시작(2보)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008384662,2,1,"    (서울=연합뉴스) 임은진 기자 = 북한 조선중앙TV가 7일 평양 4·25문화회관에서 진행된 노동당 제7차 대회 이틀째 날 행사를 녹화 방송하기 시작했다.    중앙TV는 이날 오후 10시35분께(평양시간 오후 10시5분께)부터 김정은 국방위원회 제1위원장이 당 중앙위원회 사업 총화(분석) 보고하는 장면을 내보냈다.    engine@yna.co.kr▶ [핫클릭] 토막살인범 얼굴·실명 공개에 ""잘했다""vs""성급했다""▶ [핫클릭] 4번째 지카 감염자는 여성…발생국 다녀온 임신부 등 '주의'▶ [현장영상] 북한 당대회서 '양복입은' 김정은…이례적 차림<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-05-07,0
0002827653,079,노컷뉴스,20대 국회의원 연봉 1억3796만원…총 6억7000만여 원 지원,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=079&aid=0002827653,42,10,"20대 의원 전체 연 2010억원 지급[CBS노컷뉴스 정재훈 기자]국회 본회의제20대 국회의원들이 19대 국회와 비슷한 1억3796만 원의 연봉을 받게 된다.국회사무처의 '제20대 국회 종합안내서'에 따르면 국회의원 1명에게 지급되는 세비는  상여금을 포함해 1억3796만1920원(월평균 1149만6820원)이다.이는 기본급 개념의 일반수당(월 646만4000원)과 입법활동비, 관리업무 수당, 급식비, 정근수당, 명절휴가비(총 775만6800원)가 포함된 액수다. 20대 의원들은 이와는 별도로 의정활동 경비로 연 9251만8690원(월평균 770만9870원)을 받는다. 정책홍보물 유인비 및 정책자료발간비(연 최대 1천300만원)을 비롯해 사무실 운영비, 차량 유지비 및 유류비, 공무수행 출장비, 의원실 사무용품 비용 등을 지원받는 것이다.연봉과 의정활동 경비를 합친 금액은 2억3048만610원이다.가족수당, 자녀학비 보조수당 등은 별도로 지급받는다.국회의원은 보좌진의 급여도 지원받는다. 의원 1명당 4급 상당 보좌관 2명, 5급 상당 비서관 2명, 6·7·9급 상당 비서 각 1명 등 총 7명을 채용할 수 있고, 인턴도 한해 2명씩 채용할 수 있다.국회의원 보좌진의 연봉은 4급 7750만9960원, 5급 6805만5840원, 6급 4721만7440원, 7급 4075만9960원, 9급 3140만5800원, 인턴 1761만7000원이다.보좌진 급여를 포함하면 20대 국회의원 1명에게 지급되는 금액은 연간 6억7000만원이 넘는다. 국회의원 300명 전체에게 연 2010억원이 넘는 세금이 투입되는 것이다,  floyd@cbs.co.kr저작권자 © CBS 노컷뉴스(www.nocutnews.co.kr) 무단전재 및 재배포 금지 ",2016-05-07,0
0002041198,421,뉴스1,北 당대회 이틀째 보도 없어…여전히 안갯속,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002041198,4,0,"김정은 북한 노동당 제1비서. (노동신문) © News1조선중앙방송, 전날 개회사 내용 재방송만 지속(서울=뉴스1) 배상은,권혜정 기자 = 36년 만에 열린 북한 노동당 7차 당대회가 7일 이틀째를 맞았지만, 여전히 북한은 구체적인 행사 내용을 공개하지 않고 있다. 북한은 개막 첫날인 6일 밤 늦게 조선중앙방송을 통해 김정은 노동당 제1비서의 개회사와 사업총화 보고의 일부만을 공개했다. 대회 이튿날인 7일에도 방송은 이날 오후 5시(우리시간 5시30분), 오후 8시(우리시간 8시30분) 보도 프로그램을 통해 전날의 개회사와 사업총화와 관련한 내용을 재방송하는데 그쳤다. 노동신문은 이날 ""경애하는 김정은 동지께서 노동당 7차 대회 1일회의에서 당 중앙위원회 사업 총화보고를 시작했다""며 ""당 중앙위원회 사업총화 보고는 2일 회의에서 계속된다""고 일정만을 짤막하게 보도했다. 이와 함께 전날 밤 늦게 공개된 김 제1비서의 개회사 내용만을 보도했을 뿐, 사업총화 등 구체적인 행사 내용에 대해서는 함구했다. 다만, 북한이 전날에도 이례적으로 밤 늦게 당대회 내용을 발표했다는 점에서 당대회 이틀차인 이날에도 '깜짝 발표' 가능성을 배제할 수 없다. 방송은 전날 당대회가 개막한 지 13시간이 지난 후에야 개막식 녹화방송을 내보낸 바 있다. 한편, 첫날에 이어 당대회 이튿날에도 여전히 북한은 외신들의 당대회 취재를 허용하지 않고 있는 것으로 알려졌다. 초청받은 외신들은 이날 오전에는 산부인과 병원과 과학기술의 전당을 견학한 것으로 전해졌다. 일본 민방 후지TV는 이날 평양발 기사에서 ""새로 선출된 지도부가 참석하는 마지막날 축하 행사만이 공개될 가능성이 있는 것으로 보인다""며 ""9일이나 10일 종료될 것으로 예상된다""고 전했다. 북한이 외신을 불러들이고도 당대회 진행 상황을 공개하지 않는 것은 당대회 선전을 극대화하려는 의도로 풀이된다.jung9079@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-05-07,0
0010314671,056,KBS 뉴스,핵 도발 주역 전진 배치…'핵 병진노선' 노골화,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010314671,82,8,"   7차 당대회 주석단 우측으로  리만건 군수공업부장과  리병철 제1부부장의 모습이 보입니다. 각각 북한의 핵무기와 장거리 미사일 개발을 주도하고 있는 핵심인물입니다. 지난 1월  4차 핵실험 직후엔 기념사진 촬영 현장에서  보란듯이 김정은을 근접 수행하기도 했습니다. 지난해 김양건 사망 당시 장의위원 명단에서 빠졌던 박도춘 군수 담당 비서와  조춘룡 제2경제위원장도  다시 모습을 드러냈습니다. 하나같이  핵 미사일 개발이 문제가 돼 유엔의 제재 대상에 오른 인물로  핵 개발을 지속하겠다는 의도를 드러냈다는 분석입니다.<녹취> 김정은(7차 당대회) : ""첫 수소탄의 장쾌한 폭음으로 뜻깊은 올해 장엄한 서곡을 올린 국방과학 부문에서는 당 제7차대회의 대문을 승리자의 긍지 높이 활짝 열어놓았습니다."" 이에따라 북한은  이른바 핵 병진 노선을 당 규약에 명시해  김정은 시대의 통치노선으로  공식화할 가능성이 커보입니다. 또 북한이  김정은을 최고수위로 추대하기로  공식 결정함에 따라, 이에 걸맞는 새로운 직위가 신설될 지도 주목됩니다. 김정은 체제를 뒷받침할 통치구조와 핵 병진노선 등 주요 정책 노선은  내일부터 시작되는 당규약 개정 과정에서 점차 윤곽이 드러날 전망입니다. KBS 뉴스 김학재입니다.김학재기자 (windows@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-07,0
0010314669,056,KBS 뉴스,"北 이틀째 사업총화…김정은 ""핵실험 국력 빛냈다""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010314669,8,3,"<앵커 멘트>김정은의 개회사로 막을 올린 북한의 7차 당 대회가 어제(6일)와 마찬가지로 이틀째 비공개로 진행되고 있습니다.회의를 직접 주재하고 있는 김정은은 4차 핵실험과 장거리 미사일 발사를 자신의 치적으로 과시했습니다.첫 소식 허효진 기자입니다. <리포트> 3천여 대표자들의 환호를 받으며 당 대회장에 입장한 김정은.<녹취> 김정은 : ""승리를 앞당기기 위한 총진군대회로 되리라는 것을 확신하면서 조선로동당 제7차 대회 개회를 선언합니다."" 직접 당 대회 의장을 맡은  김정은은 4차 핵실험과 장거리미사일 발사를  자신의 치적으로 내세우며 당 대회의 포문을 열었습니다.<녹취> 김정은(당 대회 개회사) : ""수소탄 시험과 지구관측위성 광명성4호 발사의 대성공을 이룩하여 주체조선의 존엄과 국력을 최상의 경지에서 빛냈으며..."" 특히 이번 당 대회를 사회주의 위업 완성의 새로운 이정표, 역사적 계기로 규정해  자신의 대관식이 될 것임을  분명히 했습니다. 북한 노동당의 사업 전반을 평가하는  이른바 '사업 총화'는 김정은의 주재로  이틀째 이어지고 있습니다.6차 대회 당시엔  평가 기간이 10년에 불과해  불과 5시간이 소요됐지만,  이번엔 평가 기간이 36년이나 돼 일정이 이틀로 늘어난 것으로 전해졌습니다. 북한 매체들은  노동신문 8개 면 중 7면을 당 대회 소식으로 도배하는 등  선전전에 주력하고 있습니다. 사업보고가 길어지면서 당 대회 일정이  더 늘어날 수 있다는  관측도 나오고 있습니다. KBS 뉴스 허효진입니다.허효진기자 (her@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-07,0
0010314667,056,KBS 뉴스,"[앵커&리포트] 김정은, 양복에 넥타이까지…""정치적 후광 이용""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010314667,668,89,"<앵커 멘트> 이번 당 대회에서 가장 눈길을 끈 건 김정은이  양복에 넥타이까지 매고 연설에 나선 모습입니다. 김정은의  양복 차림이 공개된 건  과거 정사진으로 딱 두 번이 있었는데요, 지난 2012년, 4차 당 대표자회에서 제1 비서로 추대됐을 때, 그리고 2년 뒤 국방위 제1 위원장에 재추대됐을 때입니다. 두 번 모두 직책에 변화가 있었다는 점에서 이번에도 김정은의 직책에 변화가 있을 수 있다는 관측인데요, 여기엔 또 다른 노림수도 숨어있다고 합니다. 강나루 기자가 김정은의 양복에 담긴  정치적 함의를 분석했습니다. <리포트> 짙은 남색 양복에 은빛 넥타이를 매고 주석단에 오른 김정은. 인민복을 벗고  정장 차림으로 연설하는  할아버지 김일성을  꼭 닮았습니다. 뿔테 안경에 머리를 넘긴 모습도, 한 손에 종이를 들고 연설하는 모습도 모두 김일성을 떠올리게 합니다. 연설 내용도 흡사합니다.<녹취> 김정은(7차 당 대회 개회사/어제) : ""되리라는 것을 확신하면서 조선로동당 제7차 대회 개회를 선언합니다.""<녹취> 김일성(6차 당 대회 개회사/1980년) : ""되리라는 것을 확신하면서 조선노동당 제6차 대회의 개회를 선언합니다."" 김일성 따라 하기는  김정은이 집권 직후  대중 연설에 나설 때부터  예고됐습니다.<녹취> 김정은(첫 육성 연설/2012년) : ""백전백승의 기치이신 위대한 김일성 동지와 김정일 동지께 가장 숭고한 경의와 최대의 영광을 드립니다."" 비슷한 외모와  목소리 톤은 물론, 연설할 때 한 손가락을 치켜드는 손짓까지.. 양손을 코트 주머니에 넣고 골반을 흔들며 걷는 장면과, 담배를 즐겨 피우거나 밀짚모자를 착용한 모습도 젊은 김일성을 모방했습니다.<인터뷰> 송지영(前 북한 아나운서) : ""김정은이 나와서 연설을 하니까 사람들이 처음에는 '어? 혹시 김일성 시대로 돌아가지 않나?' 겉모습이 너무 김일성하고 흡사하게 생겼다. 목소리도 비슷하고."" 할아버지의 정치적 후광을 이용해 권력 기반을 보완하려는  고도의 우상화 전략이란  분석입니다.<인터뷰> 조한범(통일연구원 선임연구위원) : ""할아버지라고 하는 정치적 자산을 적극적으로 활용함으로써 명실상부한 자신의 시대를 선포하려는 그런 의도를 보이고 있다..."" 특히 7차 당 대회장에 양복 차림을 한 것은 새로운 직위 추대를  암시했다는 해석도 나옵니다. 김정은 시대임을 과시하기 위해 의도적으로 양복을 입어  근엄한 모습을 연출했다는 분석입니다. KBS 뉴스 강나루입니다.강나루기자 (naru@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-07,0
0010314666,056,KBS 뉴스,"[앵커&리포트] 38노스 ""핵실험 징후""…한미 외교 ""북 추가 도발 강력 경고""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=056&aid=0010314666,13,7,"<앵커 멘트> 이틀 전 촬영된 북한 풍계리 핵 실험장 주변의 위성 사진입니다. 핵 실험장에서 남쪽으로 6km 떨어진 통제 센터에 차량 4대가 주차돼 있습니다. 닷새 전 찍힌 사진엔 없던 차들입니다. 북한 전문 매체 38노스는  핵 실험 준비 기간을 제외하면 통제센터에서  차량이 발견된 적은 드물다며, 조만간 핵 실험을 할 가능성이 있다고 밝혔습니다. 평양에서 7차 당 대회가 열리는 가운데서도  5차 핵 실험 준비 움직임을 보이고 있는 건데요, 우리나라와 미국은 북한의 추가 도발 움직임에 거듭 강력한 경고 메시지를 보냈습니다. 유광석 기자가 보도합니다. <리포트> 북한이  이틀째 당 대회를 진행하고 있는 가운데, 윤병세 외교부 장관과  존 케리 미 국무부 장관이 전화 통화를 갖고, 대북 공조 방안을 논의했습니다. 한미 외교장관은 김정은이 당 대회 개회사에서 핵과 미사일 개발 의지를 노골화한 데 대해 강한 유감과 우려를 나타냈습니다. 특히 최근 북한이  풍계리 핵실험장에서  5차 핵실험 준비 징후를  보이는 것과 관련해  강력한 경고 메시지를 보냈습니다.거듭된 경고에도 불구하고, 5차 핵실험까지 강행한다면,  김정은 정권에 대해 감내하기 힘든 고립과 어려움에 직면하도록 만든다는 데 인식을 같이했습니다. <인터뷰> 남주홍(경기대 정치전문대학원 교수) : ""5차 핵실험 등 도발을 감행한다면 국제사회는 이제 레짐 체인지, 즉 비상한 수단과 방법을 동원해 북 정권을 강압적으로 변화시키는 국제공조체제를 강구하는..""한미 외교장관은  당 대회 뒤 북한의 대화 공세 가능성과 관련해서는 핵포기에 대한 진정성이 담기지 않은 대화에는 일절 응하지 않는다는 방침을  거듭 확인했습니다. 북한이 비핵화 의지를 행동으로 보일 때까지 국제사회와 함께  강력한 압박을 지속해 나간다는 겁니다. KBS 뉴스 유광석입니다.유광석기자 (ksyoo@kbs.co.kr)▶ [저작권자ⓒ KBS 무단복제-재배포 금지]",2016-05-07,0
